geometry,amenity
POINT (-87.6158586 41.8906575),restaurant
POINT (-87.5648983 41.7646306),restaurant
POINT (-87.6448996 41.9390327),cafe
POINT (-87.6442232 41.9390294),restaurant
POINT (-87.6968623 41.9429635),restaurant
POINT (-87.6741256 41.9798802),bar
POINT (-87.6697555 41.9614437),restaurant
POINT (-87.6696254 41.9614457),restaurant
POINT (-87.6867668 41.9661372),restaurant
POINT (-87.6866005 41.96588),restaurant
POINT (-87.6205995 41.8939283),restaurant
POINT (-87.5889478 41.8004552),restaurant
POINT (-87.5886124 41.79538),restaurant
POINT (-87.689369 41.9612016),restaurant
POINT (-87.693146 41.9567963),restaurant
POINT (-87.6887046 41.9412436),cafe
POINT (-87.6895629 41.9416545),restaurant
POINT (-87.6900915 41.9614325),restaurant
POINT (-87.651254 41.8381078),restaurant
POINT (-87.626843 41.8830605),
POINT (-87.6604658 41.9883114),restaurant
POINT (-87.6491832 41.9429712),bar
POINT (-87.6887091 41.954808),restaurant
POINT (-87.6888878 41.9602619),restaurant
POINT (-87.6709839 41.9985426),bar
POINT (-87.6709405 41.9982075),bar
POINT (-87.6684956 41.9829945),restaurant
POINT (-87.6698779 41.9951033),restaurant
POINT (-87.6706498 41.9970416),bar
POINT (-87.6860922 41.9685224),restaurant
POINT (-87.685406 41.9635686),restaurant
POINT (-87.6706014 41.9427048),restaurant
POINT (-87.6294404 41.8742998),restaurant
POINT (-87.6429101 41.9294194),restaurant
POINT (-87.6793454 41.8510352),cafe
POINT (-87.6850913 41.8197219),bar
POINT (-87.6850378 41.8192759),restaurant
POINT (-87.6848788 41.8155638),restaurant
POINT (-87.6048083 41.780592),restaurant
POINT (-87.6854991 41.8540454),restaurant
POINT (-87.6854934 41.8539725),restaurant
POINT (-87.6263195 41.878746),restaurant
POINT (-87.6693752 41.9034884),cafe
POINT (-87.6670122 41.9038555),restaurant
POINT (-87.6182673 41.802256),cafe
POINT (-87.6025851 41.6931402),restaurant
POINT (-87.645734 41.9234316),restaurant
POINT (-87.654809 41.8956682),bar
POINT (-87.7048583 41.8024222),restaurant
POINT (-87.6266285 41.8783496),restaurant
POINT (-87.6268247 41.8781283),restaurant
POINT (-87.6681133 41.9796601),bar
POINT (-87.6684866 41.9785777),restaurant
POINT (-87.6682579 41.9763801),restaurant
POINT (-87.6690876 41.9434406),restaurant
POINT (-87.627393 41.8775204),restaurant
POINT (-87.6787234 41.9689024),cafe
POINT (-87.7457347 41.9164006),cafe
POINT (-87.6357615 41.8783761),restaurant
POINT (-87.6553669 41.9459692),bar
POINT (-87.6009538 41.789119),cafe
POINT (-87.5921698 41.7993294),restaurant
POINT (-87.6332809 41.8543426),restaurant
POINT (-87.6028627 41.790182),cafe
POINT (-87.693036 41.8625898),restaurant
POINT (-87.6279307 41.8934486),restaurant
POINT (-87.6816931 41.9579357),restaurant
POINT (-87.6842746 41.9612731),restaurant
POINT (-87.6830219 41.9606095),bar
POINT (-87.6831008 41.9607668),restaurant
POINT (-87.7095548 41.9541499),restaurant
POINT (-87.68207 41.9591395),cafe
POINT (-87.6809854 41.9569929),bar
POINT (-87.6807835 41.9567484),bar
POINT (-87.68012 41.9558574),restaurant
POINT (-87.6779614 41.9544907),bar
POINT (-87.6774015 41.9543843),restaurant
POINT (-87.6883175 41.9575552),restaurant
POINT (-87.6870563 41.9660213),bar
POINT (-87.6330668 41.8769745),cafe
POINT (-87.5863034 41.7950904),restaurant
POINT (-87.5862404 41.79509),restaurant
POINT (-87.6243562 41.8665598),restaurant
POINT (-87.6265217 41.8846443),restaurant
POINT (-87.7634736 41.997747),restaurant
POINT (-87.6495781 41.8892308),restaurant
POINT (-87.7135787 41.932997),cafe
POINT (-87.6972239 41.9104093),cafe
POINT (-87.6253988 41.8982427),cafe
POINT (-87.6403975 41.8745236),restaurant
POINT (-87.6823296 41.9688303),restaurant
POINT (-87.678713 41.9034452),cafe
POINT (-87.6319951 41.8676512),restaurant
POINT (-87.6665196 41.9613085),restaurant
POINT (-87.6370318 41.8878576),cafe
POINT (-87.7165905 41.9348409),bar
POINT (-87.7290184 41.9689782),cafe
POINT (-87.6497496 41.9255674),cafe
POINT (-87.5973713 41.7898431),cafe
POINT (-87.6539966 41.9478683),bar
POINT (-87.6540349 41.9476002),bar
POINT (-87.6539352 41.9477833),bar
POINT (-87.6216302 41.8985621),restaurant
POINT (-87.6204428 41.8985869),cafe
POINT (-87.7206471 41.8590714),restaurant
POINT (-87.6745699 42.0112518),restaurant
POINT (-87.5929675 41.7952651),restaurant
POINT (-87.6585909 41.9494975),restaurant
POINT (-87.7167371 41.9345749),cafe
POINT (-87.7112472 41.9172133),restaurant
POINT (-87.6784856 41.9033478),restaurant
POINT (-87.7234951 41.8370431),restaurant
POINT (-87.6249748 41.8899931),restaurant
POINT (-87.6440648 41.8858683),bar
POINT (-87.6742983 42.0117395),restaurant
POINT (-87.7125178 41.995439),restaurant
POINT (-87.7126831 41.9955273),restaurant
POINT (-87.6304182 41.9043827),restaurant
POINT (-87.6831926 42.0120609),restaurant
POINT (-87.6404595 41.9258552),restaurant
POINT (-87.6443894 41.9221253),restaurant
POINT (-87.644552 41.9222566),restaurant
POINT (-87.6344795 41.9108012),cafe
POINT (-87.6344746 41.9107294),restaurant
POINT (-87.634408 41.8897447),restaurant
POINT (-87.6549744 41.94709),cafe
POINT (-87.6344514 41.8818038),restaurant
POINT (-87.6876014 41.9159285),restaurant
POINT (-87.6342875 41.9034735),restaurant
POINT (-87.6895887 42.0120456),cafe
POINT (-87.689586 42.0119778),restaurant
POINT (-87.6871166 41.8980143),restaurant
POINT (-87.6871949 41.9001598),restaurant
POINT (-87.6860808 41.8956129),restaurant
POINT (-87.6788411 41.8956893),cafe
POINT (-87.6530467 41.7798635),cafe
POINT (-87.6494496 41.9257429),restaurant
POINT (-87.6735189 41.907701),restaurant
POINT (-87.7279632 41.9599168),restaurant
POINT (-87.7264007 41.9680707),restaurant
POINT (-87.6599611 41.9980608),cafe
POINT (-87.6867469 41.9006043),restaurant
POINT (-87.6467432 41.9241914),restaurant
POINT (-87.704872 41.9272976),restaurant
POINT (-87.6415361 41.8674796),restaurant
POINT (-87.6420055 41.8675973),restaurant
POINT (-87.9046189 41.9760829),bar
POINT (-87.9054561 41.9766579),restaurant
POINT (-87.715625 41.9320601),bar
POINT (-87.6325479 41.838425),restaurant
POINT (-87.7279003 41.9684499),restaurant
POINT (-87.7288675 41.9768167),restaurant
POINT (-87.6663586 42.0080346),bar
POINT (-87.6498559 41.9530277),restaurant
POINT (-87.7125119 41.9951859),restaurant
POINT (-87.5863477 41.7476591),restaurant
POINT (-87.643252 41.7063587),restaurant
POINT (-87.5921194 41.8102116),restaurant
POINT (-87.6576091 41.8923954),restaurant
POINT (-87.6498295 41.9537142),restaurant
POINT (-87.6500994 41.9544579),restaurant
POINT (-87.7279358 41.9593779),restaurant
POINT (-87.6314006 41.8949612),restaurant
POINT (-87.7072509 41.9977241),restaurant
POINT (-87.6494706 41.9513404),cafe
POINT (-87.7404807 41.9680051),restaurant
POINT (-87.7402172 41.9680015),cafe
POINT (-87.642929 41.9327079),restaurant
POINT (-87.7281057 41.9596897),restaurant
POINT (-87.650147 41.8746969),cafe
POINT (-87.5878892 41.7997121),restaurant
POINT (-87.6246491 41.8794397),cafe
POINT (-87.7176993 41.8871055),restaurant
POINT (-87.5898244 41.7994126),restaurant
POINT (-87.6784623 41.903),restaurant
POINT (-87.6385626 41.9221523),restaurant
POINT (-87.6652931 41.8800356),cafe
POINT (-87.6651802 41.8798102),bar
POINT (-87.6404265 41.8824106),cafe
POINT (-87.626738 41.8796256),restaurant
POINT (-87.6500846 41.9540921),restaurant
POINT (-87.7171238 41.9351626),cafe
POINT (-87.6870877 41.9164231),cafe
POINT (-87.6629634 41.8084679),restaurant
POINT (-87.6654393 42.0077563),restaurant
POINT (-87.7229475 41.765229),restaurant
POINT (-87.6877427 41.9676921),restaurant
POINT (-87.647571 41.8780678),restaurant
POINT (-87.6971601 41.9683002),restaurant
POINT (-87.708072 41.9693299),restaurant
POINT (-87.7081096 41.9699249),restaurant
POINT (-87.6322068 41.8519483),restaurant
POINT (-87.6321374 41.8518966),cafe
POINT (-87.6321584 41.8515649),cafe
POINT (-87.6444508 41.9225499),restaurant
POINT (-87.628421 41.8984478),cafe
POINT (-87.6663067 41.9376222),cafe
POINT (-87.6263667 41.8812877),restaurant
POINT (-87.655815 41.9653003),restaurant
POINT (-87.6927617 41.8626549),cafe
POINT (-87.6328454 41.8546012),restaurant
POINT (-87.6490935 41.8960931),restaurant
POINT (-87.5883188 41.8001461),cafe
POINT (-87.686898 41.9065596),cafe
POINT (-87.6235836 41.8562986),restaurant
POINT (-87.6371084 41.9018628),cafe
POINT (-87.6771859 41.8954861),restaurant
POINT (-87.643558 41.8087733),restaurant
POINT (-87.6535388 41.9179559),cafe
POINT (-87.7766211 41.9528934),restaurant
POINT (-87.7757387 41.9528919),cafe
POINT (-87.786002 41.9530748),restaurant
POINT (-87.7862896 41.9530494),restaurant
POINT (-87.7869914 41.9543481),cafe
POINT (-87.6684041 41.9826831),cafe
POINT (-87.7302763 41.9100854),cafe
POINT (-87.6474707 41.8796756),restaurant
POINT (-87.6339775 41.8799035),restaurant
POINT (-87.6263734 41.8814045),restaurant
POINT (-87.6563989 41.9631976),cafe
POINT (-87.6541637 41.9618976),cafe
POINT (-87.6575982 41.9652326),restaurant
POINT (-87.6543537 41.9643371),restaurant
POINT (-87.6557597 41.963096),restaurant
POINT (-87.6470518 41.9597926),cafe
POINT (-87.6755221 41.949283),cafe
POINT (-87.5881269 41.7808227),restaurant
POINT (-87.6274256 41.8562178),restaurant
POINT (-87.6303833 41.854599),restaurant
POINT (-87.6303828 41.8545241),cafe
POINT (-87.6303808 41.8547514),cafe
POINT (-87.6303764 41.854445),cafe
POINT (-87.6345107 41.9099919),restaurant
POINT (-87.6344953 41.9106006),cafe
POINT (-87.5981129 41.8097456),restaurant
POINT (-87.6230804 41.8924096),restaurant
POINT (-87.6221824 41.8978587),cafe
POINT (-87.6220778 41.8980264),
POINT (-87.6283611 41.8969553),restaurant
POINT (-87.6860872 41.9650757),restaurant
POINT (-87.6164715 41.8325884),restaurant
POINT (-87.6228545 41.82361),restaurant
POINT (-87.7857186 41.936711),restaurant
POINT (-87.6336916 41.8833469),cafe
POINT (-87.6354975 41.8811837),restaurant
POINT (-87.6336281 41.8813976),restaurant
POINT (-87.6321592 41.8809714),restaurant
POINT (-87.6321521 41.8807942),cafe
POINT (-87.6263819 41.8815611),bar
POINT (-87.6337917 41.872635),cafe
POINT (-87.6560807 41.9397809),cafe
POINT (-87.6346266 41.8845993),restaurant
POINT (-87.630754 41.8851837),cafe
POINT (-87.6236931 41.6674806),
POINT (-87.6288306 41.8882631),restaurant
POINT (-87.625579 41.8867089),restaurant
POINT (-87.6247946 41.8864786),restaurant
POINT (-87.6247928 41.885954),cafe
POINT (-87.7859068 41.9955808),restaurant
POINT (-87.6317271 41.8813727),restaurant
POINT (-87.6359683 41.878464),restaurant
POINT (-87.6360163 41.8785288),restaurant
POINT (-87.6357656 41.8785308),restaurant
POINT (-87.6360132 41.8784768),restaurant
POINT (-87.6360111 41.8784243),cafe
POINT (-87.6358062 41.8783753),
POINT (-87.6357288 41.8791594),restaurant
POINT (-87.6256514 41.8882798),restaurant
POINT (-87.6255701 41.8883152),restaurant
POINT (-87.6449162 41.9321635),cafe
POINT (-87.6246632 41.8806197),
POINT (-87.6378973 41.9185122),restaurant
POINT (-87.6470706 41.8646081),cafe
POINT (-87.6550926 41.8817986),cafe
POINT (-87.6347857 41.8792601),restaurant
POINT (-87.625014 41.8794322),restaurant
POINT (-87.8903558 41.974943),cafe
POINT (-87.6604419 41.9776104),cafe
POINT (-87.6603507 41.9788187),restaurant
POINT (-87.7183741 41.8955982),restaurant
POINT (-87.6741252 41.9470565),cafe
POINT (-87.6420525 41.9284861),restaurant
POINT (-87.6442993 41.9424733),restaurant
POINT (-87.630453 41.8822092),restaurant
POINT (-87.6881592 41.9683026),restaurant
POINT (-87.6898453 41.9185232),cafe
POINT (-87.7267002 41.9278806),restaurant
POINT (-87.6789562 41.9665695),restaurant
POINT (-87.6263766 41.892164),restaurant
POINT (-87.6336979 41.886428),cafe
POINT (-87.6260656 41.8679773),restaurant
POINT (-87.6273838 41.875428),restaurant
POINT (-87.6273559 41.874635),cafe
POINT (-87.6263301 41.8786811),restaurant
POINT (-87.6648064 41.8691197),restaurant
POINT (-87.6156494 41.8878148),restaurant
POINT (-87.6005079 41.794795),restaurant
POINT (-87.7162162 41.9518798),restaurant
POINT (-87.6293462 41.8964765),cafe
POINT (-87.6309951 41.8959735),restaurant
POINT (-87.6285913 41.8962151),restaurant
POINT (-87.6343486 41.894911),restaurant
POINT (-87.6372387 41.8825826),cafe
POINT (-87.6350154 41.8771492),restaurant
POINT (-87.6350065 41.8771998),restaurant
POINT (-87.6372917 41.8841002),restaurant
POINT (-87.6373114 41.8839976),restaurant
POINT (-87.6371076 41.8776459),cafe
POINT (-87.6329675 41.8766346),restaurant
POINT (-87.6287825 41.8829875),cafe
POINT (-87.6778308 41.9324754),restaurant
POINT (-87.643955 41.9222076),cafe
POINT (-87.6646982 41.8694693),restaurant
POINT (-87.7149356 41.9682787),restaurant
POINT (-87.5535515 41.7517455),cafe
POINT (-87.629326 41.8727693),cafe
POINT (-87.6371097 41.9000504),restaurant
POINT (-87.6342409 41.9037217),restaurant
POINT (-87.7113176 41.9478987),restaurant
POINT (-87.7125655 41.9489583),restaurant
POINT (-87.7299836 41.9426907),restaurant
POINT (-87.6968263 41.8184429),restaurant
POINT (-87.5949588 41.7858327),restaurant
POINT (-87.6886743 41.8809846),restaurant
POINT (-87.7291067 41.880481),restaurant
POINT (-87.6782408 41.9106113),cafe
POINT (-87.6763059 41.8304993),restaurant
POINT (-87.6260325 41.8846556),cafe
POINT (-87.631476 41.8964746),cafe
POINT (-87.6414679 41.919976),restaurant
POINT (-87.6019946 41.8913163),restaurant
POINT (-87.6238255 41.8915937),cafe
POINT (-87.6237477 41.8982239),restaurant
POINT (-87.6349438 41.91154),restaurant
POINT (-87.6265091 41.8843466),cafe
POINT (-87.6242642 41.8879142),cafe
POINT (-87.6241559 41.885575),restaurant
POINT (-87.6288877 41.8859231),cafe
POINT (-87.6413441 41.8930431),restaurant
POINT (-87.6071417 41.8025724),restaurant
POINT (-87.6256838 41.8691366),restaurant
POINT (-87.6288444 41.903598),cafe
POINT (-87.6284545 41.8996331),restaurant
POINT (-87.6212169 41.893524),restaurant
POINT (-87.6263188 41.914957),bar
POINT (-87.6599633 41.9871607),restaurant
POINT (-87.6900082 42.0131114),cafe
POINT (-87.6288355 41.9033034),cafe
POINT (-87.6291064 41.889862),bar
POINT (-87.6387922 41.9225706),cafe
POINT (-87.6523266 41.8865685),bar
POINT (-87.6503178 41.8846118),restaurant
POINT (-87.6504063 41.8846111),restaurant
POINT (-87.6615444 41.965086),restaurant
POINT (-87.6628774 41.8846016),restaurant
POINT (-87.6626797 41.8844201),restaurant
POINT (-87.6677166 41.9252766),restaurant
POINT (-87.6873348 41.9217623),restaurant
POINT (-87.7027215 41.9264809),restaurant
POINT (-87.6788797 41.9688992),restaurant
POINT (-87.8908099 41.9743881),bar
POINT (-87.8914743 41.975196),restaurant
POINT (-87.6583506 41.9324567),cafe
POINT (-87.6579918 41.9324645),restaurant
POINT (-87.6324088 41.8695171),restaurant
POINT (-87.6568165 41.8912543),restaurant
POINT (-87.657647 41.8912304),restaurant
POINT (-87.6575643 41.8908884),restaurant
POINT (-87.6494585 41.9521214),bar
POINT (-87.6469373 41.9470409),restaurant
POINT (-87.6453342 41.9438979),restaurant
POINT (-87.649384 41.9489135),bar
POINT (-87.6493939 41.9496173),restaurant
POINT (-87.6493994 41.9494321),bar
POINT (-87.6546765 41.9530355),restaurant
POINT (-87.6529555 41.9579567),restaurant
POINT (-87.6533339 41.958646),restaurant
POINT (-87.655154 41.9621297),restaurant
POINT (-87.6557385 41.9630273),restaurant
POINT (-87.6554232 41.9625455),restaurant
POINT (-87.6554688 41.9626094),restaurant
POINT (-87.6444078 41.9360628),restaurant
POINT (-87.64442 41.9358523),restaurant
POINT (-87.64442 41.9358092),restaurant
POINT (-87.6444233 41.9356999),bar
POINT (-87.6443402 41.9338612),restaurant
POINT (-87.6443848 41.9337864),restaurant
POINT (-87.6444181 41.9337302),bar
POINT (-87.6444498 41.9336718),restaurant
POINT (-87.6440701 41.9350033),restaurant
POINT (-87.9044361 41.9759685),bar
POINT (-87.6487489 41.9289805),restaurant
POINT (-87.6255469 41.8781151),restaurant
POINT (-87.6257048 41.8783753),restaurant
POINT (-87.5912337 41.7998609),restaurant
POINT (-87.6591781 41.9327217),cafe
POINT (-87.6699776 41.9353279),cafe
POINT (-87.6680464 41.9328517),restaurant
POINT (-87.6496002 41.9467037),restaurant
POINT (-87.627433 41.8884921),cafe
POINT (-87.6590233 41.9835289),cafe
POINT (-87.6699744 41.8957995),restaurant
POINT (-87.6691792 41.8958723),restaurant
POINT (-87.6499577 41.8839497),restaurant
POINT (-87.6491942 41.8838089),restaurant
POINT (-87.6490686 41.8841385),bar
POINT (-87.6489804 41.8846357),restaurant
POINT (-87.6492328 41.8846341),restaurant
POINT (-87.647201 41.8846529),restaurant
POINT (-87.6515868 41.8845911),restaurant
POINT (-87.6515664 41.8857881),restaurant
POINT (-87.685723 41.8085565),restaurant
POINT (-87.7110241 41.9314331),restaurant
POINT (-87.7102636 41.9309656),restaurant
POINT (-87.6876795 41.9171488),cafe
POINT (-87.7011429 41.9253857),bar
POINT (-87.6965983 41.9226294),restaurant
POINT (-87.6917206 41.9196212),restaurant
POINT (-87.6899465 41.9185577),bar
POINT (-87.6541003 41.944613),restaurant
POINT (-87.5812959 41.7214335),restaurant
POINT (-87.6839095 41.9143769),cafe
POINT (-87.6287588 41.8838937),cafe
POINT (-87.6501543 41.9400919),cafe
POINT (-87.6318572 41.8521374),restaurant
POINT (-87.6326551 41.8543838),cafe
POINT (-87.633808 41.853892),restaurant
POINT (-87.7449839 41.9681634),restaurant
POINT (-87.7425777 41.7858101),restaurant
POINT (-87.7231453 41.7836008),restaurant
POINT (-87.6757846 41.9960703),restaurant
POINT (-87.6625356 41.8565237),bar
POINT (-87.7542029 41.9605152),restaurant
POINT (-87.6777408 41.9524563),restaurant
POINT (-87.6030587 41.8097016),restaurant
POINT (-87.5868867 41.7589846),restaurant
POINT (-87.6884217 41.9606261),restaurant
POINT (-87.6527166 41.6923699),cafe
POINT (-87.6303471 41.8796496),restaurant
POINT (-87.6982944 41.9319777),restaurant
POINT (-87.7014727 41.9322097),bar
POINT (-87.6462468 41.9342365),restaurant
POINT (-87.654073 41.9431879),restaurant
POINT (-87.663922 41.9504302),restaurant
POINT (-87.6638978 41.9484723),restaurant
POINT (-87.6549214 41.954594),restaurant
POINT (-87.6777979 41.9522513),restaurant
POINT (-87.6761588 41.9506594),restaurant
POINT (-87.6770844 41.9519871),bar
POINT (-87.7672159 41.9524876),restaurant
POINT (-87.6870207 41.9665418),restaurant
POINT (-87.7082627 41.9659515),restaurant
POINT (-87.6652337 41.8875428),restaurant
POINT (-87.6871931 41.9178944),restaurant
POINT (-87.6975828 41.9240374),restaurant
POINT (-87.7240036 41.9389555),restaurant
POINT (-87.6716716 41.9035),restaurant
POINT (-87.6347649 41.9048051),cafe
POINT (-87.7202832 41.9371004),cafe
POINT (-87.6548341 41.9794963),restaurant
POINT (-87.6577115 41.9661505),restaurant
POINT (-87.6573011 41.9655573),cafe
POINT (-87.6475877 41.9090434),restaurant
POINT (-87.7171458 41.9612151),restaurant
POINT (-87.5903073 41.802286),cafe
POINT (-87.6652285 41.8812529),restaurant
POINT (-87.6607577 41.8817163),restaurant
POINT (-87.6545557 41.8818201),restaurant
POINT (-87.6518012 41.8811087),bar
POINT (-87.64147 41.882683),restaurant
POINT (-87.6443758 41.8830031),restaurant
POINT (-87.644384 41.8828518),restaurant
POINT (-87.6430092 41.885526),restaurant
POINT (-87.6500612 41.8865896),restaurant
POINT (-87.6511919 41.8869351),restaurant
POINT (-87.6513338 41.8868832),bar
POINT (-87.7629224 41.9971704),restaurant
POINT (-87.6780539 41.9544276),restaurant
POINT (-87.6782972 41.9467298),restaurant
POINT (-87.6484394 41.9062228),restaurant
POINT (-87.6724991 41.9762615),restaurant
POINT (-87.6415644 41.9327354),restaurant
POINT (-87.6403512 41.9330011),bar
POINT (-87.6630024 41.9357977),restaurant
POINT (-87.6681492 41.714293),cafe
POINT (-87.6326696 41.8453079),restaurant
POINT (-87.63591 41.8972324),cafe
POINT (-87.6548035 41.9474195),bar
POINT (-87.6274007 41.8557795),restaurant
POINT (-87.6274663 41.8780138),cafe
POINT (-87.6274544 41.8773166),cafe
POINT (-87.621614 41.8882656),bar
POINT (-87.6309029 41.8762383),restaurant
POINT (-87.6312248 41.8767705),restaurant
POINT (-87.6245788 41.8769062),restaurant
POINT (-87.7071171 41.9321297),restaurant
POINT (-87.6601202 41.9057151),restaurant
POINT (-87.608076 41.6925912),cafe
POINT (-87.6821332 41.9279651),cafe
POINT (-87.6599994 41.9176703),restaurant
POINT (-87.6322786 41.8879093),bar
POINT (-87.7331401 41.9680643),restaurant
POINT (-87.7227802 41.9684328),restaurant
POINT (-87.6421385 41.8846012),restaurant
POINT (-87.6309156 41.890426),restaurant
POINT (-87.6396434 41.8866391),restaurant
POINT (-87.5945339 41.7996285),restaurant
POINT (-87.6710218 41.9428347),cafe
POINT (-87.6235723 41.8526394),restaurant
POINT (-87.6476199 41.8806963),cafe
POINT (-87.6573203 41.8695574),cafe
POINT (-87.6587742 41.8692414),restaurant
POINT (-87.6470553 41.8913528),bar
POINT (-87.6514825 41.8872204),restaurant
POINT (-87.6524108 41.8857729),restaurant
POINT (-87.6531345 41.8854),restaurant
POINT (-87.6528669 41.8854038),cafe
POINT (-87.656636 41.886873),restaurant
POINT (-87.658076 41.8839517),restaurant
POINT (-87.639492 41.882025),restaurant
POINT (-87.6683572 41.9742339),restaurant
POINT (-87.6685245 41.9758816),bar
POINT (-87.6681987 41.9756533),restaurant
POINT (-87.6683505 41.9741752),restaurant
POINT (-87.6599883 41.9733156),cafe
POINT (-87.6885219 41.9250655),restaurant
POINT (-87.6229154 41.8932093),cafe
POINT (-87.7045154 41.9271138),restaurant
POINT (-87.6332288 41.8306444),bar
POINT (-87.6347402 41.8304675),bar
POINT (-87.6293784 41.8902604),restaurant
POINT (-87.6293762 41.8906028),restaurant
POINT (-87.6384414 41.8967126),restaurant
POINT (-87.5886023 41.7996812),restaurant
POINT (-87.6338683 41.8911615),restaurant
POINT (-87.6777863 41.9529962),bar
POINT (-87.6813081 41.9575367),bar
POINT (-87.679459 41.9543097),restaurant
POINT (-87.683767 41.9542636),restaurant
POINT (-87.6814431 41.9539485),restaurant
POINT (-87.647768 41.8832997),restaurant
POINT (-87.6792507 41.9033275),restaurant
POINT (-87.6460354 41.8369061),restaurant
POINT (-87.6460015 41.836006),restaurant
POINT (-87.6460118 41.8359123),restaurant
POINT (-87.64674 41.8537529),cafe
POINT (-87.6409034 41.9265923),restaurant
POINT (-87.6463868 41.8649119),restaurant
POINT (-87.6570063 41.8850673),cafe
POINT (-87.6557887 41.8696012),restaurant
POINT (-87.742139 41.787973),cafe
POINT (-87.6970594 41.9015036),bar
POINT (-87.677445 41.9181079),restaurant
POINT (-87.6516402 41.8865903),restaurant
POINT (-87.648427 41.8869659),restaurant
POINT (-87.648467 41.8870626),restaurant
POINT (-87.6484408 41.8876484),restaurant
POINT (-87.6251855 41.8859238),restaurant
POINT (-87.6755518 41.9101856),restaurant
POINT (-87.6445714 41.8778511),restaurant
POINT (-87.6445669 41.8777973),restaurant
POINT (-87.6445669 41.8777357),restaurant
POINT (-87.6665557 42.0077602),restaurant
POINT (-87.6739045 42.0081171),restaurant
POINT (-87.6739404 42.0083175),restaurant
POINT (-87.6573152 41.9397151),cafe
POINT (-87.6753219 41.9322172),restaurant
POINT (-87.6258048 41.8742865),restaurant
POINT (-87.6244516 41.8711031),cafe
POINT (-87.6244729 41.8716162),restaurant
POINT (-87.6672229 41.9018525),cafe
POINT (-87.6463776 41.8550932),
POINT (-87.6518457 41.8578982),cafe
POINT (-87.6549594 41.8581164),restaurant
POINT (-87.6552229 41.8581088),restaurant
POINT (-87.6566002 41.8580837),restaurant
POINT (-87.6633817 41.8577195),restaurant
POINT (-87.6645534 41.8579617),restaurant
POINT (-87.672975 41.9076603),cafe
POINT (-87.6740521 41.90805),restaurant
POINT (-87.6760582 41.9093179),restaurant
POINT (-87.6752498 41.9088159),restaurant
POINT (-87.7082671 41.956237),restaurant
POINT (-87.648315 41.8866396),restaurant
POINT (-87.6500401 41.8862659),cafe
POINT (-87.734718 41.9646086),cafe
POINT (-87.6743746 42.0100717),restaurant
POINT (-87.6756563 41.9616391),restaurant
POINT (-87.6255408 41.8652058),restaurant
POINT (-87.6685839 41.9833732),restaurant
POINT (-87.6689429 41.9850895),restaurant
POINT (-87.6473214 41.8665417),restaurant
POINT (-87.646075 41.8646379),restaurant
POINT (-87.6459075 41.8646329),restaurant
POINT (-87.6551356 41.9735871),restaurant
POINT (-87.6441092 41.937238),restaurant
POINT (-87.6559982 41.880525),
POINT (-87.6530992 41.8815019),restaurant
POINT (-87.6401914 41.8659123),restaurant
POINT (-87.6483992 41.8850432),restaurant
POINT (-87.648303 41.884903),restaurant
POINT (-87.6495422 41.8846887),restaurant
POINT (-87.6477433 41.8846393),restaurant
POINT (-87.6477444 41.8846891),bar
POINT (-87.6492845 41.8869666),restaurant
POINT (-87.6664526 41.8560676),cafe
POINT (-87.6318274 41.8526392),restaurant
POINT (-87.6233076 41.900204),restaurant
POINT (-87.6461095 41.9237973),restaurant
POINT (-87.6459264 41.9235691),cafe
POINT (-87.6778877 41.9186473),restaurant
POINT (-87.6280002 41.8805553),cafe
POINT (-87.6934129 41.7862808),restaurant
POINT (-87.7103664 41.7862701),restaurant
POINT (-87.6353129 41.89674),restaurant
POINT (-87.7180606 41.9283765),cafe
POINT (-87.632573 41.8547712),restaurant
POINT (-87.6326695 41.8546697),restaurant
POINT (-87.6347852 41.8536861),cafe
POINT (-87.6350699 41.8535189),cafe
POINT (-87.6351397 41.8534685),cafe
POINT (-87.6867121 41.9396075),restaurant
POINT (-87.6329392 41.8944919),cafe
POINT (-87.6271005 41.8872817),restaurant
POINT (-87.6318994 41.8906824),cafe
POINT (-87.62142 41.8311848),restaurant
POINT (-87.6558014 41.8839853),restaurant
POINT (-87.6529948 41.8832355),restaurant
POINT (-87.6530055 41.8834097),restaurant
POINT (-87.6548103 41.8775939),restaurant
POINT (-87.654811 41.8774673),cafe
POINT (-87.7861126 41.9378069),restaurant
POINT (-87.7861112 41.9377359),restaurant
POINT (-87.7786911 41.9312184),restaurant
POINT (-87.7198031 41.895283),restaurant
POINT (-87.7460823 41.9749538),cafe
POINT (-87.6662477 41.9620679),
POINT (-87.6535636 41.8696126),restaurant
POINT (-87.6554207 41.8692644),restaurant
POINT (-87.6618167 41.8691596),restaurant
POINT (-87.6612114 41.8695002),restaurant
POINT (-87.6545091 41.8696475),restaurant
POINT (-87.6530582 41.8693078),restaurant
POINT (-87.6314502 41.8959465),restaurant
POINT (-87.660486 41.8868452),restaurant
POINT (-87.660377 41.8868454),bar
POINT (-87.6600352 41.8868141),cafe
POINT (-87.6902982 41.9174154),restaurant
POINT (-87.6904143 41.9174164),restaurant
POINT (-87.655494 41.9400132),restaurant
POINT (-87.6594057 41.9837965),restaurant
POINT (-87.659845 41.9837952),restaurant
POINT (-87.6595429 41.9835168),restaurant
POINT (-87.658459 41.9835103),restaurant
POINT (-87.6582331 41.9838252),cafe
