app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_dir,wind_gust_spd,wind_spd,date
-5.7,4.5,87,2024-01-01:06,-1.5,0,0,-71.1,0,,n,0.0,997,final,85,1021,0.0,0,0.7,2024-01-01 00:00:00,2024-01-01T06:00:00,1704088800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",320,12.4,8.8,2024-01-01
-4.9,41.5,100,2024-01-01:07,-1.1,0,0,-66.6,0,,n,0.0,997,final,88,1021,0.0,0,0.7,2024-01-01 01:00:00,2024-01-01T07:00:00,1704092400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",330,10.5,6.7,2024-01-01
-4.3,64.3,87,2024-01-01:08,-0.3,0,0,-57.7,0,,n,0.0,998,final,88,1022,0.0,0,1.5,2024-01-01 02:00:00,2024-01-01T08:00:00,1704096000,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",340,10.8,7.7,2024-01-01
-5.2,78.9,100,2024-01-01:09,-0.5,0,0,-47.1,0,,n,0.0,999,final,89,1023,0.0,0,1.1,2024-01-01 03:00:00,2024-01-01T09:00:00,1704099600,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",330,10.6,8.8,2024-01-01
-4.8,89.9,87,2024-01-01:10,-0.7,0,0,-36.0,0,,n,0.0,1000,final,89,1023,0.0,0,0.9,2024-01-01 04:00:00,2024-01-01T10:00:00,1704103200,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",330,9.6,7.2,2024-01-01
-3.6,99.4,100,2024-01-01:11,-1.6,0,0,-24.9,0,,n,0.0,1000,final,85,1024,0.0,0,0.6,2024-01-01 05:00:00,2024-01-01T11:00:00,1704106800,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",320,9.9,4.09,2024-01-01
-4.1,108.5,85,2024-01-01:12,-2.9,0,0,-14.0,0,,n,0.0,1001,final,78,1025,0.0,0,0.5,2024-01-01 06:00:00,2024-01-01T12:00:00,1704110400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",320,8.0,4.59,2024-01-01
-5.0,117.9,65,2024-01-01:13,-3.9,0,0,-3.8,0,,n,0.0,1002,final,75,1025,0.0,0,0.0,2024-01-01 07:00:00,2024-01-01T13:00:00,1704114000,0.0,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",330,7.8,5.09,2024-01-01
-5.3,128.0,85,2024-01-01:14,-4.4,39,335,5.6,62,,d,0.0,1002,final,74,1026,0.0,69,-0.3,2024-01-01 08:00:00,2024-01-01T14:00:00,1704117600,1.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",320,7.2,5.09,2024-01-01
-5.6,139.3,45,2024-01-01:15,-4.7,65,587,13.7,196,,d,0.0,1002,final,73,1026,0.0,184,-0.5,2024-01-01 09:00:00,2024-01-01T15:00:00,1704121200,1.2,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",320,7.2,5.09,2024-01-01
-3.8,152.2,84,2024-01-01:16,-5.0,80,698,20.0,311,,d,0.0,1003,final,70,1027,0.0,156,-0.2,2024-01-01 10:00:00,2024-01-01T16:00:00,1704124800,1.6,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",320,7.6,3.1,2024-01-01
-4.7,166.4,81,2024-01-01:17,-4.8,87,750,24.0,385,,d,0.0,1004,final,69,1027,0.0,216,0.2,2024-01-01 11:00:00,2024-01-01T17:00:00,1704128400,2.1,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",290,5.09,5.09,2024-01-01
-4.3,181.6,84,2024-01-01:18,-5.4,89,763,25.1,407,,d,0.0,1003,final,67,1027,0.0,205,0.0,2024-01-01 12:00:00,2024-01-01T18:00:00,1704132000,2.1,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",300,6.8,4.09,2024-01-01
-5.2,196.6,98,2024-01-01:19,-5.8,86,743,23.4,374,,d,0.0,1003,final,67,1027,0.0,146,-0.4,2024-01-01 13:00:00,2024-01-01T19:00:00,1704135600,1.2,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",300,5.4,4.59,2024-01-01
-4.6,210.6,84,2024-01-01:20,-5.7,78,682,18.9,291,,d,0.0,1002,final,68,1026,0.0,146,-0.5,2024-01-01 14:00:00,2024-01-01T20:00:00,1704139200,1.3,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",280,6.8,3.6,2024-01-01
-4.4,223.1,100,2024-01-01:21,-5.5,61,553,12.2,170,,d,0.0,1003,final,68,1027,0.0,78,-0.3,2024-01-01 15:00:00,2024-01-01T21:00:00,1704142800,0.8,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",320,5.5,3.6,2024-01-01
-5.1,234.2,84,2024-01-01:22,-5.8,30,244,3.8,37,,d,0.0,1003,final,68,1027,0.0,49,-0.6,2024-01-01 16:00:00,2024-01-01T22:00:00,1704146400,0.4,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",290,7.2,4.09,2024-01-01
-4.1,244.1,100,2024-01-01:23,-5.8,0,0,-5.8,0,,n,0.0,1003,final,69,1027,0.0,0,-0.8,2024-01-01 17:00:00,2024-01-01T23:00:00,1704150000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",270,5.4,2.6,2024-01-01
-4.1,253.4,85,2024-01-02:00,-5.2,0,0,-16.2,0,,n,0.0,1003,final,72,1027,0.0,0,-0.8,2024-01-01 18:00:00,2024-01-02T00:00:00,1704153600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",270,6.8,2.6,2024-01-01
-4.3,262.5,90,2024-01-02:01,-5.4,0,0,-27.1,0,,n,0.0,1003,final,72,1027,0.0,0,-1.0,2024-01-01 19:00:00,2024-01-02T01:00:00,1704157200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,6.4,2.6,2024-01-01
-4.4,272.2,83,2024-01-02:02,-5.7,0,0,-38.2,0,,n,0.0,1003,final,71,1027,0.0,0,-1.1,2024-01-01 20:00:00,2024-01-02T02:00:00,1704160800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",210,6.8,2.6,2024-01-01
-6.1,283.7,97,2024-01-02:03,-5.6,0,0,-49.3,0,,n,0.0,1003,final,73,1027,0.0,0,-1.4,2024-01-01 21:00:00,2024-01-02T03:00:00,1704164400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",240,5.9,4.09,2024-01-01
-6.6,299.5,83,2024-01-02:04,-5.8,0,0,-59.7,0,,n,0.0,1002,final,74,1026,0.0,0,-1.8,2024-01-01 22:00:00,2024-01-02T04:00:00,1704168000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,7.6,4.09,2024-01-01
-8.5,325.0,92,2024-01-02:05,-5.9,0,0,-68.0,0,,n,0.0,1002,final,75,1026,0.0,0,-2.1,2024-01-01 23:00:00,2024-01-02T05:00:00,1704171600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",230,7.5,6.7,2024-01-01
-6.9,4.2,83,2024-01-02:06,-5.4,0,0,-71.1,0,,n,0.0,1001,final,78,1025,0.0,0,-2.1,2024-01-02 00:00:00,2024-01-02T06:00:00,1704175200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,8.8,4.09,2024-01-02
-7.7,41.2,89,2024-01-02:07,-5.5,0,0,-66.6,0,,n,0.0,1002,final,79,1026,0.0,0,-2.4,2024-01-02 01:00:00,2024-01-02T07:00:00,1704178800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",270,7.9,4.59,2024-01-02
-7.8,64.1,83,2024-01-02:08,-5.5,0,0,-57.7,0,,n,0.0,1001,final,80,1025,0.0,0,-2.5,2024-01-02 02:00:00,2024-01-02T08:00:00,1704182400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",240,8.8,4.59,2024-01-02
-8.6,78.7,98,2024-01-02:09,-5.4,0,0,-47.1,0,,n,0.0,1002,final,81,1026,0.0,0,-2.6,2024-01-02 03:00:00,2024-01-02T09:00:00,1704186000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",230,7.7,5.7,2024-01-02
-8.1,89.8,83,2024-01-02:10,-5.6,0,0,-36.0,0,,n,0.0,1001,final,79,1025,0.0,0,-2.5,2024-01-02 04:00:00,2024-01-02T10:00:00,1704189600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",240,8.4,5.09,2024-01-02
-5.0,99.3,88,2024-01-02:11,-5.4,0,0,-24.9,0,,n,0.0,1002,final,78,1025,0.0,0,-2.1,2024-01-02 05:00:00,2024-01-02T11:00:00,1704193200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",270,8.1,2.1,2024-01-02
-5.5,108.4,80,2024-01-02:12,-5.3,0,0,-14.1,0,,n,0.0,1000,final,78,1025,0.0,0,-2.0,2024-01-02 06:00:00,2024-01-02T12:00:00,1704196800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",210,9.2,2.6,2024-01-02
-6.3,117.7,9,2024-01-02:13,-5.4,0,0,-3.8,0,,n,0.0,1001,final,79,1025,0.0,0,-2.3,2024-01-02 07:00:00,2024-01-02T13:00:00,1704200400,0.0,16,"{'description': 'Few clouds', 'code': 801, 'icon': 'c02n'}",190,6.7,3.1,2024-01-02
-8.6,127.8,80,2024-01-02:14,-5.2,39,335,5.6,62,,d,0.0,1000,final,82,1024,0.0,75,-2.6,2024-01-02 08:00:00,2024-01-02T14:00:00,1704204000,1.2,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",250,10.0,5.7,2024-01-02
-5.0,139.2,24,2024-01-02:15,-4.6,65,587,13.7,197,,d,0.0,1000,final,80,1024,0.0,196,-1.6,2024-01-02 09:00:00,2024-01-02T15:00:00,1704207600,0.9,16,"{'description': 'Scattered clouds', 'code': 802, 'icon': 'c02d'}",220,12.0,2.6,2024-01-02
-4.8,152.0,58,2024-01-02:16,-4.4,80,699,20.0,312,,d,0.0,999,final,76,1023,0.0,268,-0.7,2024-01-02 10:00:00,2024-01-02T16:00:00,1704211200,1.7,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",240,12.4,3.6,2024-01-02
-4.3,166.3,0,2024-01-02:17,-4.3,87,750,24.0,386,,d,0.0,999,final,70,1023,0.0,386,0.5,2024-01-02 11:00:00,2024-01-02T17:00:00,1704214800,1.5,16,"{'description': 'Clear Sky', 'code': 800, 'icon': 'c01d'}",170,13.1,5.09,2024-01-02
-2.4,181.4,46,2024-01-02:18,-4.1,89,764,25.2,408,,d,0.0,997,final,65,1021,0.0,382,1.8,2024-01-02 12:00:00,2024-01-02T18:00:00,1704218400,1.2,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",210,12.8,4.59,2024-01-02
-1.1,196.5,0,2024-01-02:19,-3.6,86,744,23.5,376,,d,0.0,998,final,62,1021,0.0,376,2.9,2024-01-02 13:00:00,2024-01-02T19:00:00,1704222000,1.0,16,"{'description': 'Clear Sky', 'code': 800, 'icon': 'c01d'}",180,14.2,4.59,2024-01-02
-0.1,210.5,54,2024-01-02:20,-3.4,78,684,19.0,293,,d,0.0,996,final,62,1019,0.0,261,3.2,2024-01-02 14:00:00,2024-01-02T20:00:00,1704225600,0.7,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",260,12.0,3.6,2024-01-02
0.0,223.1,41,2024-01-02:21,-3.2,62,556,12.3,172,,d,0.0,997,final,60,1020,0.0,165,3.8,2024-01-02 15:00:00,2024-01-02T21:00:00,1704229200,0.5,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",220,10.8,4.59,2024-01-02
-1.0,234.2,92,2024-01-02:22,-3.0,31,251,4.0,38,,d,0.0,995,final,62,1019,0.0,43,3.6,2024-01-02 16:00:00,2024-01-02T22:00:00,1704232800,0.4,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",200,8.8,6.2,2024-01-02
-0.6,244.1,68,2024-01-02:23,-2.4,0,0,-5.6,0,,n,0.0,996,final,66,1019,0.0,0,3.3,2024-01-02 17:00:00,2024-01-02T23:00:00,1704236400,0.0,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",230,7.5,4.59,2024-01-02
-0.5,253.4,90,2024-01-03:00,-2.2,0,0,-16.0,0,,n,0.0,996,final,68,1019,0.0,0,3.1,2024-01-02 18:00:00,2024-01-03T00:00:00,1704240000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,8.4,4.09,2024-01-02
-0.9,262.5,78,2024-01-03:01,-1.7,0,0,-26.9,0,,n,0.0,997,final,72,1020,0.0,0,2.8,2024-01-02 19:00:00,2024-01-03T01:00:00,1704243600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",290,7.9,4.09,2024-01-02
-0.8,272.2,80,2024-01-03:02,-1.7,0,0,-38.1,0,,n,0.0,996,final,73,1019,0.0,0,2.6,2024-01-02 20:00:00,2024-01-03T02:00:00,1704247200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,7.2,3.6,2024-01-02
-1.6,283.7,89,2024-01-03:03,-2.0,0,0,-49.1,0,,n,0.0,996,final,75,1019,0.0,0,2.0,2024-01-02 21:00:00,2024-01-03T03:00:00,1704250800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",280,7.9,3.6,2024-01-02
-4.1,299.5,81,2024-01-03:04,-2.3,0,0,-59.5,0,,n,0.0,995,final,80,1019,0.0,0,0.7,2024-01-02 22:00:00,2024-01-03T04:00:00,1704254400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",300,6.0,5.09,2024-01-02
-4.4,324.8,87,2024-01-03:05,-2.5,0,0,-67.9,0,,n,0.0,996,final,85,1019,0.0,0,-0.3,2024-01-02 23:00:00,2024-01-03T05:00:00,1704258000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",280,5.4,3.6,2024-01-02
-4.2,3.8,87,2024-01-03:06,-2.7,0,0,-71.0,0,,n,0.0,996,final,85,1019,0.0,0,-0.5,2024-01-03 00:00:00,2024-01-03T06:00:00,1704261600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",290,5.5,3.1,2024-01-03
-5.3,40.8,89,2024-01-03:07,-2.7,0,0,-66.6,0,,n,0.0,996,final,85,1019,0.0,0,-0.5,2024-01-03 01:00:00,2024-01-03T07:00:00,1704265200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",280,4.9,4.59,2024-01-03
-4.6,63.8,82,2024-01-03:08,-3.0,0,0,-57.7,0,,n,0.0,994,final,83,1018,0.0,0,-0.5,2024-01-03 02:00:00,2024-01-03T08:00:00,1704268800,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",220,5.2,3.6,2024-01-03
-3.6,78.5,85,2024-01-03:09,-3.1,0,0,-47.1,0,,n,0.0,996,final,82,1019,0.0,0,-0.4,2024-01-03 03:00:00,2024-01-03T09:00:00,1704272400,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",280,5.1,2.6,2024-01-03
-3.2,89.6,82,2024-01-03:10,-2.6,0,0,-36.0,0,,n,0.0,995,final,83,1019,0.0,0,-0.1,2024-01-03 04:00:00,2024-01-03T10:00:00,1704276000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,5.2,2.6,2024-01-03
-0.9,99.1,89,2024-01-03:11,-2.6,0,0,-24.9,0,,n,0.0,996,final,83,1019,0.0,0,-0.1,2024-01-03 05:00:00,2024-01-03T11:00:00,1704279600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",250,4.7,1.0,2024-01-03
-1.2,108.2,90,2024-01-03:12,-2.0,0,0,-14.1,0,,n,0.0,995,final,88,1018,0.0,0,-0.3,2024-01-03 06:00:00,2024-01-03T12:00:00,1704283200,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",250,4.3,1.0,2024-01-03
0.9,117.6,93,2024-01-03:13,-1.5,0,0,-3.8,0,,n,0.0,995,final,88,1018,0.0,0,0.2,2024-01-03 07:00:00,2024-01-03T13:00:00,1704286800,0.0,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",220,3.4,0.5,2024-01-03
-3.0,127.7,87,2024-01-03:14,-2.2,39,335,5.6,62,,d,0.0,995,final,82,1019,0.0,66,0.5,2024-01-03 08:00:00,2024-01-03T14:00:00,1704290400,0.5,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",270,3.1,3.1,2024-01-03
-2.9,139.1,90,2024-01-03:15,-3.0,65,588,13.7,197,,d,0.0,995,final,77,1019,0.0,73,0.6,2024-01-03 09:00:00,2024-01-03T15:00:00,1704294000,0.5,10,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",270,4.8,3.1,2024-01-03
-4.1,151.9,81,2024-01-03:16,-3.6,80,699,20.1,313,,d,0.0,996,final,74,1019,0.0,175,0.5,2024-01-03 10:00:00,2024-01-03T16:00:00,1704297600,0.6,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",280,5.1,4.59,2024-01-03
-2.6,166.2,93,2024-01-03:17,-3.8,88,751,24.1,387,,d,0.0,996,final,71,1019,0.0,115,0.8,2024-01-03 11:00:00,2024-01-03T17:00:00,1704301200,0.7,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",300,5.6,3.1,2024-01-03
-2.8,181.3,84,2024-01-03:18,-3.5,90,765,25.3,410,,d,0.0,995,final,72,1019,0.0,206,1.0,2024-01-03 12:00:00,2024-01-03T18:00:00,1704304800,0.7,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",330,7.6,3.6,2024-01-03
-3.1,196.4,95,2024-01-03:19,-3.5,87,745,23.6,378,,d,0.0,995,final,72,1018,0.0,92,1.0,2024-01-03 13:00:00,2024-01-03T19:00:00,1704308400,0.6,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",310,6.9,4.09,2024-01-03
-2.0,210.4,91,2024-01-03:20,-3.4,78,686,19.1,296,,d,0.0,996,final,71,1019,0.0,103,1.3,2024-01-03 14:00:00,2024-01-03T20:00:00,1704312000,0.5,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",300,6.2,3.1,2024-01-03
-2.9,223.0,85,2024-01-03:21,-3.7,62,559,12.5,174,,d,0.0,997,final,69,1020,0.0,84,1.4,2024-01-03 15:00:00,2024-01-03T21:00:00,1704315600,0.5,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",290,6.0,4.59,2024-01-03
-0.5,234.1,80,2024-01-03:22,-3.7,31,259,4.1,40,,d,0.0,997,final,67,1020,0.0,54,1.8,2024-01-03 16:00:00,2024-01-03T22:00:00,1704319200,0.5,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,6.3,2.1,2024-01-03
-0.7,244.1,84,2024-01-03:23,-3.7,0,0,-5.5,0,,n,0.0,998,final,66,1020,0.0,0,2.0,2024-01-03 17:00:00,2024-01-03T23:00:00,1704322800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",310,5.2,2.6,2024-01-03
-1.8,253.4,94,2024-01-04:00,-3.8,0,0,-15.9,0,,n,0.0,998,final,65,1020,0.0,0,2.1,2024-01-03 18:00:00,2024-01-04T00:00:00,1704326400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",290,4.7,4.09,2024-01-03
-2.5,262.5,99,2024-01-04:01,-3.3,0,0,-26.8,0,,n,0.0,998,final,68,1021,0.0,0,2.0,2024-01-03 19:00:00,2024-01-04T01:00:00,1704330000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",270,6.0,5.09,2024-01-03
-2.5,272.2,71,2024-01-04:02,-2.7,0,0,-37.9,0,,n,0.0,999,final,71,1022,0.0,0,2.0,2024-01-03 20:00:00,2024-01-04T02:00:00,1704333600,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",260,6.2,5.09,2024-01-03
-1.5,283.8,100,2024-01-04:03,-3.2,0,0,-49.0,0,,n,0.0,999,final,70,1022,0.0,0,1.7,2024-01-03 21:00:00,2024-01-04T03:00:00,1704337200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",280,7.5,3.1,2024-01-03
-2.1,299.5,100,2024-01-04:04,-3.5,0,0,-59.4,0,,n,0.0,1000,final,68,1023,0.0,0,1.8,2024-01-03 22:00:00,2024-01-04T04:00:00,1704340800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",290,6.7,4.09,2024-01-03
-1.8,324.7,100,2024-01-04:05,-4.5,0,0,-67.7,0,,n,0.0,1000,final,63,1023,0.0,0,1.8,2024-01-03 23:00:00,2024-01-04T05:00:00,1704344400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",350,7.4,3.6,2024-01-03
-3.7,3.5,100,2024-01-04:06,-3.7,0,0,-70.9,0,,n,0.0,1000,final,69,1023,0.0,0,1.3,2024-01-04 00:00:00,2024-01-04T06:00:00,1704348000,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",300,6.0,5.7,2024-01-04
-2.6,40.4,50,2024-01-04:07,-3.3,0,0,-66.6,0,,n,0.0,1001,final,71,1024,0.0,0,1.4,2024-01-04 01:00:00,2024-01-04T07:00:00,1704351600,0.0,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",320,7.5,4.09,2024-01-04
-2.3,63.5,100,2024-01-04:08,-4.0,0,0,-57.7,0,,n,0.0,1002,final,67,1025,0.0,0,1.4,2024-01-04 02:00:00,2024-01-04T08:00:00,1704355200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",310,12.0,3.6,2024-01-04
-3.2,78.3,94,2024-01-04:09,-5.7,0,0,-47.2,0,,n,0.0,1002,final,60,1025,0.0,0,1.2,2024-01-04 03:00:00,2024-01-04T09:00:00,1704358800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",350,7.6,4.59,2024-01-04
-4.9,89.4,86,2024-01-04:10,-6.8,0,0,-36.1,0,,n,0.0,1003,final,57,1026,0.0,0,0.7,2024-01-04 04:00:00,2024-01-04T10:00:00,1704362400,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",340,7.7,6.7,2024-01-04
-4.8,99.0,47,2024-01-04:11,-6.7,0,0,-24.9,0,,n,0.0,1004,final,60,1026,0.0,0,0.1,2024-01-04 05:00:00,2024-01-04T11:00:00,1704366000,0.0,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",350,7.9,5.09,2024-01-04
-4.2,108.1,65,2024-01-04:12,-6.8,0,0,-14.1,0,,n,0.0,1004,final,61,1027,0.0,0,-0.2,2024-01-04 06:00:00,2024-01-04T12:00:00,1704369600,0.0,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",340,6.6,3.6,2024-01-04
-5.3,117.4,80,2024-01-04:13,-7.1,0,0,-3.8,0,,n,0.0,1005,final,61,1028,0.0,0,-0.5,2024-01-04 07:00:00,2024-01-04T13:00:00,1704373200,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",310,6.1,4.59,2024-01-04
-4.0,127.6,97,2024-01-04:14,-7.3,39,336,5.6,62,,d,0.0,1006,final,61,1029,0.0,51,-0.7,2024-01-04 08:00:00,2024-01-04T14:00:00,1704376800,0.8,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",300,4.6,2.6,2024-01-04
-2.5,138.9,93,2024-01-04:15,-7.2,66,589,13.8,198,,d,0.0,1006,final,58,1029,0.0,125,0.1,2024-01-04 09:00:00,2024-01-04T15:00:00,1704380400,1.2,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",310,4.7,2.1,2024-01-04
-1.8,151.8,63,2024-01-04:16,-7.5,80,700,20.1,314,,d,0.0,1007,final,54,1030,0.0,255,0.7,2024-01-04 10:00:00,2024-01-04T16:00:00,1704384000,1.6,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",320,3.8,2.1,2024-01-04
-1.0,166.0,56,2024-01-04:17,-7.2,88,752,24.2,389,,d,0.0,1006,final,51,1029,0.0,340,1.8,2024-01-04 11:00:00,2024-01-04T17:00:00,1704387600,1.3,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",20,3.3,2.6,2024-01-04
-1.7,181.2,53,2024-01-04:18,-6.9,90,766,25.4,412,,d,0.0,1006,final,53,1029,0.0,369,1.6,2024-01-04 12:00:00,2024-01-04T18:00:00,1704391200,1.1,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",20,4.0,3.1,2024-01-04
-2.8,196.3,50,2024-01-04:19,-6.8,87,747,23.7,380,,d,0.0,1006,final,56,1029,0.0,348,1.0,2024-01-04 13:00:00,2024-01-04T19:00:00,1704394800,0.7,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03d'}",50,4.0,3.6,2024-01-04
-1.2,210.4,85,2024-01-04:20,-6.6,78,688,19.3,298,,d,0.0,1006,final,56,1028,0.0,144,1.2,2024-01-04 14:00:00,2024-01-04T20:00:00,1704398400,0.6,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",40,2.1,2.1,2024-01-04
-1.8,223.0,81,2024-01-04:21,-6.4,62,562,12.6,177,,d,0.0,1006,final,59,1029,0.0,99,0.7,2024-01-04 15:00:00,2024-01-04T21:00:00,1704402000,0.5,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04d'}",80,3.1,2.1,2024-01-04
-0.3,234.1,41,2024-01-04:22,-6.1,32,267,4.2,42,,d,0.0,1004,final,61,1028,0.0,40,0.5,2024-01-04 16:00:00,2024-01-04T22:00:00,1704405600,0.4,16,"{'description': 'Broken clouds', 'code': 803, 'icon': 'c03n'}",100,3.0,1.0,2024-01-04
-1.3,244.1,34,2024-01-04:23,-6.0,0,0,-5.3,0,,n,0.0,1005,final,66,1028,0.0,0,-0.4,2024-01-04 17:00:00,2024-01-04T23:00:00,1704409200,0.0,16,"{'description': 'Scattered clouds', 'code': 802, 'icon': 'c02n'}",130,3.2,1.0,2024-01-04
-3.5,253.4,91,2024-01-05:00,-5.7,0,0,-15.7,0,,n,0.0,1004,final,67,1028,0.0,0,-0.3,2024-01-04 18:00:00,2024-01-05T00:00:00,1704412800,0.0,16,"{'description': 'Overcast clouds', 'code': 804, 'icon': 'c04n'}",170,4.0,2.6,2024-01-04
